,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
1557,TinaC,5,5,5,5,43702,"Amazing menu, food was so delicious. Our waitress was so attentive and very kind, making sure everything was just perfect."
1558,SandraJ,5,5,5,5,43702,"This was our 2nd visit to Carmine's. We were pleased.  The food, service, ambiance was impeccable. Highly recommend."
1559,billieob,5,5,5,5,43701,Absolutely love everything a bout this restaurant ! You can’t go wrong here
1560,TN59,4,4,5,3,43701,Service was cheerful and attentive but not overbearing.  Lots of attractive choices on the menu and our meals were well-prepared.  Not cheap but not outrageous.  Large open dining area is a bit noisy.  Finding the parking below the building is a safari if you skip the valet.
1561,JustinL,5,5,5,5,43701,"Had an amazing first experience, celebrating our 2 year anniversary. Carmine's made us feel very special and celebrated. We're really looking forward to returning to our new favorite Italian spot :)"
1562,AndrewP,5,5,5,5,43700,Great birthday experience.
1563,GaryQ,5,5,5,5,43700,The food was wonderfully fresh and the setting was exquisite!
1564,PhilI,5,5,5,5,43699,Great place for Dinner a first date. The staff was excellent we had a wonderful time.
1565,paredepf,3,2,2,2,43699,We love this place for dinner. Lunch not so great. Poor slow service and reheated food.
1566,TeresaM,5,5,5,5,43698,Another wonderful experience. Perfect place to relax and enjoy our anniversary!
1567,Charles,4,4,5,4,43695,Fruit fly buzzing around table and landed in glass of wine.   Very good food overall.   Excellent service.   A bit overpriced.  Tiramisu not as good as advertised.
1568,KathleenF,5,5,4,5,43695,The fillet con gnocchi was out of this world!  Fantastic!
1569,ElizabethH,5,4,4,5,43693,We sat outside on a summer night and it was lovely! Food was good and there's a beautiful pink rose on each table.  We enjoyed our meal very much.
1570,paredepf,5,5,5,4,43693,"Great food, great service!"
1571,KristineM,5,5,5,5,43692,Get the gnocchi!!! Makes a perfect app for the group.
1572,JimmyG,5,5,5,5,43690,Always good
1573,RobertO,4,4,4,4,43690,A friends Birthday.
1574,churchlady,5,5,5,4,43689,The food is always wonderful and our waiter was equally great!
1575,Two4Dinner,5,5,5,5,43685,A lovely evening. Food was delicious and the service was amazing.
1576,FiSH,4,4,5,5,43685,"One of our more favorite places in Bellevue - and Seattle as well from time to time - service is always great as everyone is attentive.  Never have to ask for more water.  The shrimp and pesto pasta was again excellent as was the pork chops and the filet.  The pork chops were perfectly prepared and the risotto that came with it was equally well prepared.  The filet and the gnocchi that accompanied were also fantastic.

Only compliant - grilled calamari was fine not as great as last time.

As we were celebrating our wedding anniversary we were comped with the in house made Tiramisu which is simply amazing!

If you haven’t been here do yourself a favor and stop by for a meal!"
1577,Wazzu,5,5,5,5,43685,Neighborhood gem. You feel you are being welcomed into someone’s home
1578,TomS,4,5,5,4,43683,Food and Service was outstanding-----louder than we like
1579,RonaldM,5,5,5,5,43683,Sydney was a great waitress!  The food was delicious and we enjoyed ourselves very much.  The fresh flowers were a lovely touch.
1580,ClaudiaK,4,4,5,4,43681,Beautiful location.  Great service.  Comfortable half booth.   Good food.
1581,michul,5,5,5,5,43681,"Amazing service, food over the top!"
1582,OpenTable Diner,5,5,5,5,43680,Veal scaloppini is the best
1583,Margie,5,5,5,5,43679,We always feel welcome and the food is wonderful. Our favorite restaurant on the Eastside.
1584,Lejacq,5,5,5,5,43676,Visiting friends
1585,GinaC,5,5,5,5,43674,Always a good idea to go to Carmine's! Last min tables or seats are easier to find than you think.
1586,TeresaM,5,5,5,5,43674,"We love coming to Carmine’s for a fabulous evening of amazing food. It’s a very special place and brings back such fond memories of a wonderful man. We were fortunate enough to have the same server as our previous visit and she was very friendly, knowledgeable and efficient. Love this place!!"
1587,StanleyS,4,5,4,4,43674,"Great service, great food and ambiance!! Keep up the good work"
1588,Cory,3,2,5,5,43674,We’ve tried Carmine’s 4 times now and it has progressively gotten worse. The burrata appetizer was supposed to be with vegetables but it came with three tiny beet cubes and that was the 2nd best part of the meal. The best part was the side of spaghetti with the Halibut. Both mains were in real need of seasoning as was the calamari. I think we are done here.
1589,sister,5,5,5,5,43673,Kelen was my server/bartender and he’s amazing. Attentive and helpful. We had a great time. I’ll come again.
1590,TonyR,5,5,5,5,43672,Everything was excellent.  Food and servixe were spot on
1591,HeidiA,5,4,5,5,43672,"Great restaurant to have quiet conversation and no blasting music.  This was my second visit and it did not disappoint.  Will return again.  

Like the white tablecloths.  Service very attentive.  Food delicious.  Did not sit outside but it is set up very lovely and will be great once the construction is done.  the planting helped to lower the noise and et a feeling of a garden.

thank you"
1592,OpenTable Diner,5,5,5,5,43670,So amazing! Exceeded expectations in every way. Best location in Bellevue
1593,trseattle,5,5,5,5,43669,Sat at the bar. Great bartender. Cauliflower soup and Risotto was fantastic. Great ‘local’ Bellevue spot.
1594,dennis,4,5,5,5,43669,Great food and the service was excellent. Little on the noisy side.
1595,Benio,5,4,5,5,43666,We had a wonderful dinner at this place. Food was fantastic and great service. Highly recommend it!
1596,NancyS,5,5,5,5,43666,Sat outside on a warm evening.  Enjoyed our server Ian.   The food special was delicious and the service was spot on perfect.
1597,ThomasKellerwannaBe,5,5,5,5,43666,Carmine's might as well be in Italy; the food is divine ana always prepared to perfection.  Although a very large space its broken up into little areas so you get a ver intimate feel.  Book a table now if you like Italian food.  And don't forget the massive (and expensive) wine list.
1598,MBC1,5,5,5,5,43665,"The restaurant was lovely our waiter was great the food was excellent this was our first visit to this restaurant and we will go again,  thank you we truly enjoyed our evening"
1599,Jennifer,5,5,5,5,43665,"I have been here twice in lunch time and ordered pasta both times since they were cook the noodle to al dente, not too salty, and beautiful appearance that was yummy.
I would like to recommend here to everyone."
1600,NativeNewYorker,5,5,5,5,43664,Always delicious and delightful!
1601,MarkS,5,5,5,5,43664,"The overall experience has been very pleasant everytime were there. The staff are very helpful and friendly
and  informative with menu items."
1602,NancyS,5,5,5,5,43663,"Perfection!  Great lunch, excellent service and a great time with friends!  I thoroughly recommend this restaurant."
1603,roberta,5,5,5,5,43660,Excellent dinner and excellent service.  We'll be back!
1604,OpenTable Diner,5,5,5,5,43660,Our favorite place to eat ... Carmine’s never disappoints! They go out of their way to make you feel like you’re dining at home.
1605,MerleM,5,5,5,5,43660,Everything from food to sercice and presentation was outstanding!!
1606,OpenTable Diner,5,5,5,5,43658,Superior Service and excellent food!
1607,TomS,5,5,5,5,43657,"enjoy eating at Carmine's everytime, great food, excellent service, pleasant experience"
1608,billieob,5,5,5,5,43657,What Can I say we love everything about this restaurant
1609,OpenTable Diner,3,3,4,5,43657,Portions are on the small side and the food in terms of flavor and presentation was ok. I liked the service and ambiance.
1610,SheilaG,5,5,5,5,43655,"Gorgeous setting, fantastic service, beautiful and delicious food. Carmine’s is a lovely place to enjoy a lunch in Bellevue"
1611,BrandonH,4,5,5,5,43653,"Great service, wonderful food. It was a little too loud with clanking dishes and lots of chatter with nowhere for the noise to go, but overall a really pretty Italian setting."
1612,ello3,5,5,5,4,43648,"After a difficult meal at Carmine's years ago, this one was fabulous.  Wonderful pasta, risotto and halibut, and tiramisu for our anniversary for dessert.  Beautiful presentation on all the dishes, and a nice glass of a reasonably priced super Tuscan to go with.  The service was very friendly and attentive.  Fairly crowded for a Monday night.  Lives up to it's Il Terrazzo roots!  Will definitely go back."
1613,NolanF,5,5,5,5,43646,Carmine’s is by far the best Italian in the Seattle/Bellevue area. The food and service is always impeccable.
1614,AlanB,5,5,5,5,43646,"Good food. Consistent. Good location. Great pasta, sauces and appetizers. Best Eggplant Parmigiana."
1615,Opentablediner,5,5,5,5,43645,"I find everything at Carmine’s always so nice. Fresh flowers, nice waiters, and an endless array of choices on the menu or nightly specials. You just can’t go wrong.
It’s busy so I would recommend a reservation. We came in once on a Monday  without one, and they kindly got us a table but after a half hour wait."
1616,JimF,3,4,5,2,43644,Was far too noisy. Could barely carry on conversation with dinner guests.  Corkage fee excessive. Probably won't return
1617,RayH,5,5,5,4,43644,The cuisine was exceptionally good.
1618,GailB,3,2,3,3,43644,Sorry to say the salad had wilted lettuce and the entree was marginally good.
1619,OpenTable Diner,2,1,4,3,43643,"We ordered pizza, vegetarian pasta and salmon risotto. Pasta and salmon risotto was bland for us and was only mildly warm, which wasn't quite nice. Dessert was good and the Service was excellent."
1620,OpenTable Diner,5,5,5,5,43643,"Service was amazing, and the food was delicious. It was the perfect dinner spot to celebrate a birthday and enjoy company."
1621,sister,2,5,1,2,43642,Food is always great. Service was verging on unaccpetable. The server did not come over to us at the bar for 20 minutes and then he did not check back in on us for our drink or food order for probably another 30 minutes. He was not very polite or helpful.
1622,Sflawye,3,2,2,3,43641,"Went for our anniversary.  The highlights: great tiramisu and lemon meringue desserts.  The tiramisu was presented in a lovely manner celebrating our anniversary and provided at no charge.  The restaurant is very pretty too.  The bad:  incredibly SLOW service!  This was a Monday night and we did not even get a cocktail for well over 30 minutes after we were seated.  The waiter took our drink order after about 30 minutes and finally returned with the cocktail much later (he said the bar was backed up).  There was another wait of over 30 minutes between appetizer and dessert. I love a well paced meal, but this was ridiculous!!  The food was ok but nothing special.  The squid ink pasta was made in house but over cooked.  The prices were reasonable.  I can’t recommend this restaurant because of the slow service."
1623,Bluff,5,5,5,5,43641,What a nice setting across the street from downtown Bellevue park. Everything was just perfect for our birthday dinner. I will definitely come back for another outstanding dinner experience.
1624,Natalieh,5,5,5,5,43641,The food is always so wonderful and delicious and the service goes above and beyond.  It can be a bit noisy in there but all in all we love going there and highly recommend it.
1625,cristinaj,4,3,3,5,43638,"Overall was great,
The food was a little to spicy. And the service was too long. Our waiter had a big table coming after we sit down, and he dedicated all the time that he had to them. This is why the food took a lot of time to come"
1626,Alex,4,4,4,3,43638,"If they charged half the price, I would give them a much higher rating.  Our appetizers were good but both my wife and I were disappointed by the entrees.  My veal was tender but lacked a little moisture and the sauce didn't compliment it as well as it should.  The sweet breads had more coating on them then they should and the sauce, while good, overpowered the rest of the flavors.  Again, good food but at 40-50$ a dish I would expect them to deliver perfect dishes.  That combined with a really high noise level means we won't come back as there are just better options at the price."
1627,AmyW,5,5,5,5,43638,Food and service was wonderful! We are new to Bellevue and we will definitely be back!
1628,Would,5,5,5,5,43636,"This was a business dinner. My other visits to Carmine's were family and friends. My clients were very impressed and this was my best meal at Carmine's. Two of our group of six are vegetarians, which usually complicates such events. Carmine's was amazing in what they could offer and both of the vegetarians were very pleased with their meals. 
The wine was excellent and complimented our meals nicely. I will be back to try more of the menu."
1629,Opentablediner,5,5,5,5,43636,"a mixture of pleasing, relaxing and/or exciting celebratory evening out..you pick.
first class service, staff and space..
Carmines 'gets it'"
1630,BigMeatNoWhammy,4,4,2,5,43635,"We love Carmine's! However, this trip the service was pretty slow. Even after waiving our server down we waited another 15-20 minutes to order. Overall, about 60 minutes just to place an order. We ordered a second bottle of wine, got the glasses quickly but no wine! It (the bottle of wine) did eventually make it to the table.

I asked my sever for my fish to be clean, no butter. I don't like butter and don't like the salt bloat post dinner. Maybe a little olive oil but keep it simple. It is a $65 Copper river salmon. Let me actually taste the Copper.  It came out drenched in butter. Salted butter no less. I would have love to purchase another dish, but, how long would that take? I wanted to eat  within the calendar year. So, I ate my butter covered fish. To add salt to my open hunger wound, the waiter split my salad amongst the other dinners. I could have filled up on the salad but no chance of that either. 

We will go back. It is rare to have bad service at Carmine's.  However, when dropping the kind of cash we did for dinner it is unacceptable. 

The wine was good!"
1631,nana,2,2,2,2,43634,"We waited too long between the appetizer and the main dish we ordered and ended up eating a lot of bread. When we wanted to cancel the additional order, we were told it was too late. We asked to pack the soup and the Vegetarian pasta to go and eventually we’re not charge for it, however the next day the pasta was overly cooked and super oily the soup was not eatable. Disappointing for the price we paid!"
1632,ChrisS,5,5,5,4,43634,"Our out-of-town guests LOVED the food, the service and the atmosphere!"
1633,OliviaB,5,5,5,5,43632,"Came here for my graduation dinner and I’m so glad I chose Carmine’s. The atmosphere and vibes of this place is extremely pleasing, felt like I was in a different country. Food was amazing and the waiters were extremely kind and helpful.
Will definitely be back soon!!"
1634,Redwood,5,5,5,5,43632,"We always love dining at Carmine's! This is the second year we've gone there for an anniversary dinner, and they always make us feel special. The restaurant is beautiful, the food is exceptional, and all the staff members are gracious and make you feel entirely comfortable. So glad to have this wonderful restaurant on the East Side! We will be back for sure!"
1635,Anneadriano36,5,5,5,5,43631,"Carmine’s is a great place if you want to treat yourself with great Italian food, superb wine selection and delicious desserts!  I ordered Linguine with Clam on a half and I paired it with Rosé and it was amazing!!! Will definitely come back!"
1636,GIveMeTheFood,5,5,5,5,43631,Everything close to perfect. A tad noisy. Food excelent. Wait staff very good. I know the wine is a big profit center for restaurants these days ut at $15 a glass you would exoect a bigger poor.
1637,RobertH,5,5,5,5,43629,"This was our first experience at Carmine's. We went there for our 55th wedding anniversary. We were treated very well, the service was excellent, the food was delicious (and I am very critical of Italian restaurant food), and they provided us with a complimentary anniversary dish for dessert. Parking was a breeze and efficient. We definitely will return to explore more of their delicious menu."
1638,OpenTable Diner,5,5,5,5,43629,Great food and service! I’ll go back definitely!!!
1639,None,5,5,5,5,43629,"Our compliments to our server, Courtney.  She always provides excellent service."
1640,OpenTable Diner,5,5,5,5,43628,My favorite place in downtown Bellevue!
1641,AlexaH,5,5,5,5,43625,"Best Italian restaurant in the greater Seattle area! Outstanding staff, beautiful ambiance and delicious food! It truly reminds me of being in Italy, they treat you like family and the food is very authentic. My family and I are never disappointed by Carmine's! Easily the best restaurant on the East Side."
1642,Katrina,5,5,4,5,43625,"We went to Carmine's for our first wedding anniversary and it was wonderful. The wine selection was great (although a tad pricey). The food was perfect. The service was good, just a little slow. But not bad. We look forward to coming back soon!"
1643,Opentablediner,5,5,5,4,43625,"Such a wonderful restaurant..
Top notch service .. I say this because it’s not possible to find this level of hospitality anywhere else.. fully engaged intelligent staff who understands their business.."
1644,Opentablediner,5,5,5,5,43624,"We are regulars at IL Terrazzo Carmine’s for 20 years .. we were visiting friends on the eastside and we decided to take them to their favorite restaurant which was Carmine’s on the park..it’s hard to compare because although the food flavor profiles are similar, the menu, space and experience is different.. it’s hard to say which I prefer actually.. they are both beautiful with top notch ambiance and service.. I ate the most amazing tender pork chop I’ve ever had and everyone loved their evening.. we were seated next to celebrity swimmer MP’s.. that was fun!"
1645,madison1223,1,1,1,4,43623,Carmine’s isn’t what it was even a year ago. The pasta I had was over cooked and the starter over cooked. Service was bad as we sat there feeling trapped and half wanting to just walk out with the non existent server. We had been very loyal patrons of il Terrazo but after this experience we are done. What a waste of a night at what was once a favorite dining establishment for our family.
1646,goldreview,5,5,5,4,43622,"As usual, the dinner at Carmine's - Bellevue was excellent.  There are excellent choices on the menu, and we all enjoyed what we ordered.  The wine menu is extensive, and there are both reasonably priced wines and very expensive wines.  Our $55 bottle of Italian Pino Grigio was very good.  The wait-person was attentive and fun.  The restaurant overlooks the Bellevue Downtown Park, an added bonus.  And the noise level is ""lively"".  Overall we always find our meal experience at Carmine's to be a good time and a good value."
1647,AzinR,5,5,5,5,43622,"Large floor plan divided into intimate sections. Great ambiance, attentive staff. Food was delicious and volume was just right. We were well fed but no take home containers needed. The presentation and playing of food was very nice. I had the duck and it was perfectly done. We were there for a birthday and they brought a dessert with candle and Happy Birthday in chocolate on the house! Love this restaurant. High end but not stuffy at all. Also great drinks from bar as well as an impressive wine list. There is parking in the back but valet is also available for a fee. Love this place."
1648,SashaF,5,5,5,5,43620,"Very pretty inside. my request for a table placement was honored. the food was delicious and prepared properly. the service was appropriate, not too hovering and not ignoring. We will be back to try the other dishes on the menu!"
1649,Alan,5,5,5,5,43620,First time eating at Carmine’s. Will definitely be back soon
1650,RareTreat,4,2,5,5,43618,Came here to celebrate my husbands birthday. Love the atmosphere and ambience. Service is pretty good as well. But the food was disappointing. I got the scallop risotto. Husband got salmon special with risotto. My dish was $35 husbands was $65.  Portions were very small. No veggies or side dishes. Although I like the feel of the restaurant I wouldn’t come back again for food.
1651,CarolL,5,5,5,5,43618,Great location and food!
1652,plainfaire,2,3,1,2,43617,"I would not recommend anyone go on a weekend night. We sat 45 minutes before receiving drinks and wine and then it took another 25 to order dinner. The waiter was clearly working hard, but had too many tables. The noise level was very loud. On the other hand, have had some delightful lunches in the past."
1653,CRAJ,5,5,5,5,43616,Anxious to return! One of the best restaurants in Bellevue (and Seattle).
1654,Lisa,4,5,4,3,43615,Food was fabulous as always. The service was a bit slow with some confusion but very friendly.  The restaurant was full so the noise level was at its peak. We had a fun evening with friends and family.
1655,JohnO,5,5,5,5,43611,My favorite restaurant on the Eastside! Always excellent!
1656,MarshallB,5,5,5,5,43610,Perfect combination of service and always great food. Elegant but not stuffy with friendly and exceedingly knowledgeable staff.
1657,AndyA,5,5,5,4,43610,It was our anniversary and they made it special for us - thank you.
1658,OpenTable Diner,5,5,5,5,43609,Best meal I have ever had!!
1659,Kenc,5,4,3,2,43606,Met friends we hadn't seen for year along with the wonderful food and service it made it a memorable night.
1660,Lubin,5,5,5,5,43604,"Just always a pleasure! Staff and hostess are fantastic. Asked for a wine recommendation and had just a great selection chosen and our server actually wrote it down for me for future or self procurement. What can I say about the food...sweet breads with risotto...best ever!  We so enjoy Carmine’s and would highly recommend to anyone who loves good good,wine and service!"
1661,Moe12,5,5,5,5,43603,"Had a great experience at Carmine, our server Joel was Excellent. The food is amazing. We had the saffron Risoto with scallops, Chiopino and ossobuco and they were all delightfully prepared. The wine list is excellent and you can find some good buys with the Italian wines."
1662,CinWA,4,5,5,1,43603,"Excellent food and service,  our serving staff was fantastic and very friendly.  It is unfortunately a very noisy restaurant and we could hardly have a conversation amongst the four of us."
1663,206sojourner,4,4,4,3,43602,My husband and I thoroughly enjoyed our dinner tonight at Carmines.  Parking with validation was easy too.  My husband wanted a cream sauce instead of the pesto and they were accommodating to his request and it was delicious.  Thank you for complimentary dessert and we definitely will be back.
1664,HoomanM,4,3,5,3,43602,"The food was good! We had the beef tartare and fresh mozzarella with heirloom tomato  the 3rd appetizer, shrimps, were ok. For the main course, we had the eggplant (I didn't try, but our companions liked it) and dryed age bon in ribeye.  The stakes had good flavor, however very chewy for a medium rare, dryed aged! We told our server and they were nice enough not to charge us for both of them!  This could be a one of, since my guests had dine here before and never experienced this.  They have a fantastic wine selection and their service is phenomenal!"
1665,Jayvas,3,3,2,4,43598,The food served was quite ordinary.  Appetizers were too pricey and were sub par
1666,JimH,5,5,5,5,43597,The food was incredible and the service was fantastic.
1667,OutAndAbout,5,5,5,5,43596,Always a pleasure to dine here. Food is delicious and the service is outstanding... very attentive servers and management. Great place to go anytime but especially when the weather is nice and it's all opened up.
1668,JeffreyD,5,5,5,4,43595,"My favorite Bellevue restaurant. Food and service is excellent. Great place for clients and friends from out of town. Big fan of the Seattle location, but since I live on the eastside, I spend more time here."
1669,Ned47,5,5,5,5,43593,Outstanding dinner with friends.   My new favorite Bellevue restaurant!
1670,dollface,3,3,4,4,43593,I would . All people taste is different . Very polite but too polite. They said Happy Anniversary 15 times.
1671,eatsoutoften,5,5,5,5,43592,"Food is always great at Carmines.  Tanya gives excellent service, she is the best!"
1672,DougL,5,5,5,5,43590,Food preparation and service was over the top.  They make going out to dinner a great time!  Thanks
1673,OpenTable Diner,4,4,5,5,43590,"Had a warm welcome,
felt like home 
Food tasted great 
O
The osso arrived just warm, the pasta was much Warmer"
1674,AaronS,5,5,5,5,43589,Service was on point and food was exceptional!  Best restaurant in Bellevue overall!
1675,OpenTable Diner,5,5,5,4,43589,Jessica was phenomenal! Great food and location
1676,GunawanH,5,5,5,5,43589,Wonderful food and service. Next to beautiful Bellevue park.
1677,OpenTable Diner,5,5,5,4,43587,Little loud but awesome that they recognized birthday in party.
1678,Vinnie,3,4,1,4,43587,"I felt like our waitress was rushing us and on multiple times interrupted our conversation. There wasn't nicety or appreciation for dining here, almost felt like it was just expected to drop a few hundred dollar on dinner for three. Food was really good, but I don't feel that it warrants the high prices."
1679,Soner,5,5,5,5,43586,We asked a quieter part of the restaurant and it was really nice. Service was attentive but not rushed. The food was really exceptional.
1680,ShawnA,5,5,5,5,43583,Everything was excellent except it was loud in there. I would recommend still going there.
1681,MeenaC,4,4,5,4,43583,"Carmine's is excellent. Old world Italian feel in the heart of DT Bellevue with food to match. We're picky about our Italian food, but would happily bring my Italian MIL to dine. 

There was a big party, so it was a bit noisy, but good ambience otherwise. Valet Parking (Red Carpet Valet) were terrible and we didn't even use them...its the only half mark against this restaurant...great otherwise!"
1682,HappyLady,5,5,5,5,43582,Always friendly and welcoming. Staff is upbeat and positives if they are inviting one to dine in their home.
1683,BestFOOD,4,5,5,3,43581,"Excellent food excellent service, a bit crowded and very noisy"
1684,LizW,5,5,5,2,43576,The tables along the perimeter of the main dining area are set too close together and doesn’t allow enough space between the parties.  This makes it difficult to have an intimate conversation between two people with others sitting so close on either side.
1685,OpenTable Diner,5,5,5,4,43575,Went there to celebrate an anniversary.   They did a great job with a special note and anniversary message during and literally part of the desert to end the evening. The service and food were fantastic.
1686,SandraO,5,5,5,5,43575,My favorite place for dinner! Food and service amazing as always!
1687,Disappointed,3,3,3,3,43575,"We were all (party of 7) very disappointed with: service, food, and noise level. We had to wait forever for the drinks to be served, and by the time the waiter asked if anyone would like a 2nd drink it was almost the end of the meal. Everyone ordered a starter and either their own entree or shared an entree. 50% of the food served was not tasty or prepared correctly, with components of a dish missing from the plate. My husband couldn’t even eat the mushroom soup and when the waiter noticed he said he would deduct it from the check, but didn’t. We had early dinner reservations but it was still so noisy we could barely carry on a conversation. The cost of the meal reflected an expensive restaurant, but our experience was far from that. None of us would return there or recommend it."
1688,Opentablediner,5,5,5,5,43574,"Came on a friends recommendation and can see why this house is so busy.. Carmine’s is a well oiled machine, with beautiful food, drinks and staff. The restaurant itself is gorgeous with fresh flowers everywhere you turn. Everyone that serves is clearly happy and fully engaged from front desk on.
What other places aspire to but rarely achieve..Carmine’s gets it."
1689,Rtn34,5,5,4,5,43569,This Carmine location Is fantastic. Glad they kept the same menu as the downtown restaurant. Always enjoy my time here!
1690,YvonneH,3,3,5,2,43569,Service is excellent. Food is mediocre. Decor is bland and sterile.
1691,MarkH,5,5,5,5,43568,"We celebrated our anniversary with another couple, and Carmine's was very attentive all night - it really made us feel special.
Our guest brought a special bottle of champagne and the Carmine's staff made sure we were served properly. The food was great and our guests were very impressed since it was their first visit there. We'll be back!"
1692,PramodB,5,5,5,5,43567,"I booked a table to celebrate my wife's birthday at Carmine's. Both of us are vegetarians and we were apprehensive about whether this place would have any options for us, but we were surprised with the food and wine options. The potato dumpling and the creme of Asparagus were amazing. Thanks for the birthday cake."
1693,kenp,3,3,3,3,43567,Presentation is very good but food does not seem to be the same caliber as when they opened.
1694,Cynthia,5,5,5,4,43566,Service was impeccable. We asked for the quietest table secondary to a hearing deficit and it was still too loud.
1695,Josh,5,5,5,5,43566,"We've been to Carmine's a few times, and every time is outstanding! Our server Hayley(believe that was her name) was great. My girlfriend has a severe beef allergy, and they are always super helpful wish dishes. Great place to dine!!"
1696,Miki,3,1,5,3,43565,"Beautiful restaurant with excellent service, but the food is not good at all. In our opinion, the Carmine’s in downtown Seattle is much better."
1697,MFoodie,5,5,5,5,43565,"My family & I are regulars at Carmine's in Bellevue. We love the atmosphere and the food is fantastic. Favorites include Antipasti appetizer, Brown Butter Sage Gnocchi, Veal Scallopini, The Lamb Chops & Pork Chops."
1698,MicheleL,5,5,5,5,43565,Great service as always with alberto and the food never disappoints
1699,WaGal,5,5,5,4,43564,Would have been nice to know there was a garage with parking.  Noise level is pretty loud- hard to hear our server.  Outstanding panna cotta and double pork chop.
1700,RogerA,5,5,5,5,43562,Great service!  Great food. Great place!
1701,JenniferG,5,5,5,5,43561,Carmine's is our favorite restaurant!   We always take our friends and family here for special occasions because we know the service and meals will always be amazing.
1702,Steph,5,5,5,5,43560,The service was lovely and the recommendations were perfect!
1703,MarkB,4,5,5,5,43560,This was our first time at Carmine’s we were celebrating our 27th wedding anniversary. Both my wife and I loved Carmine’s. We would recommend it highly. Phil and his team were outstanding. We will be back.
1704,danw00,5,5,5,4,43560,Coco's service at our table was exemplary - we'd definitely like to be at one of her tables when we come back!  The osso bucco was fantastic - so good
1705,Alany,5,5,5,5,43557,"Our dinner was on a Monday evening, celebrating a birthday, and there were two other parties doing the same, so it was not at all crowded, and clearly a place chosen for special occasions. The service was excellent. Food was great. We can recommend the Caesar salad, and the King Salmon dish with risotto."
1706,MargieS,5,5,5,5,43554,Great meal!  Excellent service.  We have been here twice and it's been great both times.
1707,SandieC,2,1,5,4,43554,Although service was excellent food was horrible. Neither we will go back there nor recommend this restaurant to others.
1708,CarlB,3,3,4,4,43554,Nice for a couple to have a few glasses of wine
1709,JamesS,5,3,5,5,43554,"Our server and the front greeting staff were both A+. Attentive and professional. My wife ordered the seafood linguini and I ordered the bone in pork chop. My wife loved the seafood linguini. Me?  Well the pork chop was not great. I ate two bites. The servers noticed that I was not eating, and came back to thaw the pork chop away. They apologized and immediately brought me a feee desert and took the pork chop off my bill. We were very impressed of this level of friendly service. We will be back to eat there again."
1710,Would,5,5,4,5,43553,"I have been to Carmine's five times for business and pleasure with family. All I can say is amazing. Each time I am surprised, in a good way, by something. This time was a business lunch with an old colleague, we needed a catch-up and to establish a way forward.  We agreed it was wonderful, lasted just long enough, and the food - well off the charts."
1711,RebmcL,5,5,5,5,43553,Best Salad Niciose I’ve ever had!  Everyone loved their meal.
1712,Grandmere,5,5,5,4,43552,"We had dinner with friends at Carmine's and had a wonderful time.  The food was wonderful, the service was impeccable, and we will definitely return.  Can't wait."
1713,Jazzyjazmin,5,5,5,5,43552,Roberto and Brett were incredible! The atmosphere was amazing!! We will definitely be back!
1714,Eatout8,5,5,5,5,43551,"Delicious pasta, seamless service, and lots of smiles.  Love Carmine's."
1715,Diningfun,5,5,5,5,43550,"Just love everything about Carmines. The food, service, and ambiance can’t be beat! I could go there every night of the week!"
1716,VicS,5,5,5,4,43549,Delicious food and great service.
1717,LaurenceC,3,4,3,3,43548,"If you are sitting in the wrong part of the restaurant the noise is unbearable!
We could not have a decent conversation and our ears were ringing by the end of the evening. Make sure you ask for a quiet table otherwise your money will be wasted!
Great food and service though!"
1718,InnaA,5,5,4,4,43548,"Great place for classic Italian dinner, just be ready to pay.  If  you are looking for a place where you can talk over the dinner- this place is not for you. Perfect spot to bring grandparents."
1719,Emmy,5,5,5,5,43547,Fun location and great good!
1720,davidf,5,5,5,4,43547,as usual great service and wonderful food.  ENjoyed the entire experience.
1721,JanisG,5,5,5,5,43547,"We come every year for my husband's birthday, he counts the days until he has his sweet bread. This year pancetta was added and he felt it was a bit overpowering. No worries he will just adjust his sweet bread order. I had the specific Rib Eye it was huge but somehow when my plate was cleared it was empty. We will see you again."
1722,BarryS,4,3,4,4,43546,Like Carmine's quite a bit.  Hosted a private dinner for 14 in January and it was great.  Dinner the other evening was not up to par.  Food was just mediocre and we shared our views with the staff.  They attempted to make it right but comping the pasta and bringing a desert does not make up for the loss of the total experience.  My partner has Parkinson's and not sure how many more dining "experiences" we will have together.  So when one goes bad we notice it.
1723,JerseyBlues,4,4,5,3,43546,Nice place. Authentic cuisine. Table was in high traffic area. Ask for one by a window for more intimate experience
1724,phil,5,5,5,5,43543,"Wonderful meal, perfect food and beverage experience!  As good as the original"
1725,EatItAll,5,5,5,5,43541,"Food was absolutely amazing, the care they put into that and making you feel like family is perfection!"
1726,DavidC,4,4,5,4,43541,"Great date night restaurant. Our server was very attentive and always on top of things. The only drawback was the two-person table could be a little more spacious. Felt good just for drinks, but having drinks, appetizers and main entree get little tight."
1727,NancyS,5,5,5,5,43541,Just overall professionalism and attention.  Like the personable staff and all their smiles.  Great service.
1728,MIrandaT,5,5,5,5,43540,Superior food and incredible service! This restaurant never fails to deliver an excellent dining experience whether you’re on a date night or special celebration. PAOLA is by far the best waiter in Seattle- a skilled professional with a personal touch. You will not be disappointed!
