Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
dmaui,5,5,5,5,2020-02-15,"My husband and I tried it out on Valentine's Day and it was fabulous.  The food was excellent.  The service was impeccable.  We were tucked away in a corner so the noise level was low too. There were so many things on the menu that I wanted to try, I can't wait to go back!"
Bird,5,4,5,5,2020-02-15,Lovely. Reminds me of the charm of the Seattle restaurant. Tonight's tiramisu was the best and so was the fried calamari!
OpenTable Diner,5,5,5,5,2020-02-15,"Absolutely wonderful--can't wait to go back!  The food is magnificent, and the service is great."
OsmanS,4,4,5,5,2020-02-15,Beautiful setting and ambiance. Pretty upscale dining experience.  The prices are in the higher end.   Our server is very attentive. Overall a great experience.
Teedub,5,5,5,5,2020-02-15,"Excited to go back soon. Delicious food, I’m pretty picky about Italian but it was superb. Great atmosphere and service."
Dob71,2,2,3,4,2020-02-14,"Carmine’s has been my go to restaurant for lunches, date night and girls night out from its opening.  It’s a beautiful restaurant and the service a usually ok. Unfortunately, over the past couple years with the increase of the number of guest dinning the quality of the food has suffered. You can expect for the fish to be over cooked and the beautiful squid ink past to be almost the texture of mashed potatoes. The Risotto looks and taste like a big glob of overCooked rice. So disappointed, thankfully Bellevue has new restaurants popping up everyday."
OpenTable Diner,5,5,5,5,2020-02-14,The service and the food were at the top end of amazing. We will be back!
EdwardD,5,5,5,5,2020-02-14,Best dining experience in Bellevue!
LindaC,5,5,5,5,2020-02-13,"Always wonderful to eat at Carmine's Bellevue as well as Flagship Restaurant Il Terrazzo Carmine in Pioneer Square, Seattle.   Carmine's Bellevue is located just south of the Bellevue Park and looks out onto the Park with all the trees, and gentle slopes.  Service, menu choices and fine china make this the perfect spot.  This is no fast  casual place!  I will eat here again."
AdrianR,5,5,5,5,2020-02-12,"Wonderful servers and excellent food!
The Adrian’s List of wines has great selections!"
OpenTable Diner,5,5,5,5,2020-02-12,"Great food, service, and overall experience!"
MaliniP,4,5,2,4,2020-02-12,"The food took to long to be served.  I was extremely underwhelmed by the service.  I expected better.  It took over an hour after we arrived for our order to be taken and food to arrive. For lunch, that is too long."
OpenTable Diner,4,5,4,4,2020-02-11,Food took a little it was busy so understandable but the food was so very much worth the wait.  I recommend three herb crusted rack of lamb.
BenE,3,3,3,2,2020-02-09,"First time visiting Carmine's and have heard nothing but good things. Overall the experience was good, not great. Unfortunately the restaurant was VERY loud. Of course we expected this going in on a busy Saturday night but as a group of 4 we found it very hard to hold conversation as we all had to keep leaning into the table to hear each other. It also made it challenging to order and interact with the servers. This can't really be controlled by the restaurant but perhaps there are additional ways they could look to improve the acoustics in the space? Not really sure. My only other issue was the steak I had was over-seasoned and came out extremely salty. I powered through it because I generally like salty foods but even this was over the top for me so I only ate about half of it. The rest of the food I had, and my friends had, was fantastic. Probably was just a one time miss I am guessing. I would recommend others to go to Carmine's and I will give it another shot for sure."
IgorD,5,5,5,5,2020-02-08,Everything was perfect 👌🏽
RobertR,5,5,5,5,2020-02-06,Absolutely fantastic experience
Dawg,3,4,2,3,2020-02-06,"Placed a reservation for the 2 of us for our 20th anniversary lunch.  We were seated in the bar facing the tv.  Bar had a few tables and the server was the bartender.   There were several restaurant vendors in the bar working on menus and obviously getting the attention of the staff.  Food was good, service was okay, and lacked the ambiance of the Seattle location."
OpenTable Diner,5,5,5,5,2020-02-05,Birthdays w friends. The food and drinks were delicious and the service was great. It was a wonderful evening. We all agreed that we will be returning.
RandP,5,5,5,5,2020-02-05,"Great food, impeccable service...never disappoints!"
RescueDogsRock,3,3,4,2,2020-02-04,"We were celebrating my husband’s birthday and had indicated this on our reservation. We were seated next to a family with two very small kids. One child would crawl across his Mom on the bench seat that my husband was seated on. The kid was trying to get our attention and was crawling very close to our table and to my husband. Like within a few inches as table spacing was tight. Really distracting, frustrating and frankly not what I expect or hope for in a higher end dining experience. Food was ok. My pork was really dry. They quickly offered to redo it so the server tried hard. Nonetheless I left feeling like I way overpaid given the very poor ambiance and the food quality. Disappointed."
tapr,4,5,5,4,2020-02-02,"Highest quality food I have had in any restaurant.  I have traveled all of Europe, Caribbean  and most of the US.  Staff willing to ensure our visit was as expected."
OpenTable Diner,5,5,5,5,2020-02-01,Had a great time celebrating birthdays and getting family together! Wonderful evening!!!
CynthiaE,5,5,5,4,2020-02-01,Staff is fabulous! i would recommend for special occasion
ChrisJ,4,4,5,5,2020-02-01,"It was very enjoyable. I have been here many times and I like it very much. I can’t go five stars because there are Italian places I enjoy more but you cannot go wrong. Excellent service, great quiet environment, and it is very comfortable. The cannelloni is very good."
LindaC,5,5,5,5,2020-02-01,"This was the first time at Carmine's Bellevue.  I have dined in their flagship restaurant Il Terrazzo Carmine in Pioneer Square, Seattle many times.  Carmine's Bellevue is absolutely beautiful looking out onto the Bellevue City Park, a 21-acre oasis of green in the heart of Bellevue so the view is beautiful and restful.  The menu is typically Italian and well crafted.  They have valet parking to make it a treat to visit at any time."
Rosie,3,2,4,4,2020-01-28,"The salad I ordered was almost all cheese and no dressing. Very blah. Not much take and chicken was dry. Cauliflower soup was very good, but very rich."
AndrewS,4,5,5,3,2020-01-26,There was a large group of loud and seemingly drunk people behind us which took away from the date night we were trying to have. Otherwise it was an excellent experience with amazing food and wine.
bmoreseattle,5,5,5,5,2020-01-24,"Food was amazing.  Highly recommend the bruschetta trio.  My friend and I both sound not stop raving about the bread; I do not know if it is made in house or not, but the bread was fresh and flavorful.  I thoroughly enjoyed my pesto and prawn fettuccini.  It struck the perfect balance--flavorful but not too salty, creamy but not heavy.  She enjoyed her cannelloni, which she said tasted authentic.  We were so stuffed that we did not make it to dessert.  However, we already decided halfway through our meal that we would have to go back with our family and friends.  We were celebrating her birthday.  The restaurant was fancier than expected, so I could see it being perfect for special occasions.  It is also spacious.  We went for lunch, so it was relatively quiet.  However, I imagine that it could get loud if the restaurant was full of diners.  Friendly and professional service.  Highly recommend the restaurant.  Cannot wait to go back."
OpenTable Diner,5,5,5,5,2020-01-04,The best food and service! We had a great time
Katella77,5,5,5,5,2020-01-03,Great service and food.  Love the decor.  You will not be disappointed.
AdamW,5,5,5,5,2020-01-03,I enjoyed a wonderful dinner at Carmine's as usual. The waitstaff is professional and knowledgeable and will go the extra to ensure the customer experience is phenomenal.
OpenTable Diner,5,5,5,5,2020-01-03,"Back again for a family dinner before kids headed out of town. Wonderful evening, as usual."
kenp,3,3,4,4,2020-01-01,"Maybe because it was New Year's eve the food was pre-prepared? The food that came out was not piping hot and looked like it was sitting for awhile. In particular the Eggplant Parm which is usually excellent. The Linguine with Clams had lots of broken shells and grit. Quite disappointed in what is typically a very good dish.
It is a very nice place and will look at this last visit as an out liar."
OpenTable Diner,5,5,5,5,2019-12-29,"We love it here ! 
We had 5pm reservation and we were running late bc we were still watching our play in Issaquah. Called to have it moved to 5:30. They were really accommodating. Good thing we made it before 5:30. 
And the most pleasant surprise was our waiter Brad from previous visit is serving us again! Yay! 
Our orders were delicious. Even gluten free pasta had texture and not mushy. My ossobuco was very flavorful and the bone marrow was fantastic! Alfredo small portion was a lot! Not complaining. 
Even the bread with crispy crust and chewy center leaves a lot of flavor in my palate. 
Brad was kind to chase us down the garage and return the credit card we left on the table. Saddest part was we left behind our leftovers😩
Overall it’s a great place to be in. It’s classy and not pretentious. Love the genuine people working in. 
Thanks again Brad for the great service
Will be back"
FinanM,5,5,5,5,2019-12-28,"My husband and I truly love Carmine’s. They have the best customer service, food and ambience. Must try if you’re in the Seattle/Bellevue area. Cannot get enough of their pasta. ❤️"
RachlS,4,5,3,4,2019-12-20,"We love Carmines and go often, however, the service this time was average at best. Our courses were spaced too far apart and we were sitting waiting for our mains for about 20minutes. My guess is they were over staffed. will update the review next time we go! We still love it!"
sounder,4,5,5,3,2019-12-19,Much noisier than their Seattle restaurant.  Our location smelled fishy whenever they cooked Sea Bass.  Food and service were outstanding.  Next time I will return to their Seattle restaurant.
JayM,5,5,5,4,2019-12-19,"Food and service were excellent.  The noise level was very high, mostly because they were very busy."
SamanthaW,5,5,5,5,2019-12-19,"Love Carmines, simply the best in Bellevue and Seattle"
TomB,3,3,5,3,2019-12-19,"We had reservations for two.  At first we were sat at a table in the middle of the floor right next to wait staff station who stood over us and were constantly whizzing by.  Not very good.  We asked to be reseated which they did right away.  That was great.  Our server, Katya, was excellent.  We felt the food was ok, but not spectacular.  Wines were overpriced.  All in all, it was ok, but not sure if we would return.  Maybe we'll give it another try after the holidays."
MikeB,5,5,5,5,2019-12-18,Terrific food and great service
OpenTable Diner,5,5,5,5,2019-12-18,"Wonderful food, service, and ambience as usual!"
OpenTable Diner,5,5,5,5,2019-12-14,Had a great dinner. Our waiter was great and food was amazing! They also provided a complementary tiramisu for our Anniversary!
NatalieS,5,5,5,5,2019-12-14,"Carmine’s remains the gold standard for fine Italian dining. Impeccable service, lovely ambiance, mouth-watering dishes. The veal never disappoints. The ravioli with wild mushrooms was a delight. Wonderful service with warmth. A perfect restaurant for any occasion."
JanniT,5,5,5,5,2019-12-13,"Beautiful restaurant, consistently wonderful food, excellent service."
ScotK,4,4,4,4,2019-12-13,"The food was excellent.  I ordered the veal scallopine and was prepared excellently.  

Our server was great. Efficient and not hovering constantly."
ChelseaC,5,5,5,4,2019-12-12,"Phenomenal food and service. We were a little rushed for time and they worked with us to get food and bill in a timely fashion, otherwise I imagine we would have been welcomed to linger. Sweetly decorated for the holidays."
dmw1,4,3,5,3,2019-12-10,"We’ve very much enjoyed Carmines on previous occasions, but this time were a bit disappointed with the food. The soup of the day (cream of asparagus) was bland and the texture uneven.  My wife’s cannelloni was disappointing as was my fettuccine with prawns.  On the positive side, the bread and spumoni were excellent and the service outstanding; all service people were unobtrusive but very attentive to our needs without being asked."
BobK,5,5,5,5,2019-12-10,Best restaurant in Bellevue!
Custis,5,4,5,5,2019-12-08,"We attending with two young girls, ages 5 & 8.  Maybe only ones with young kids.  The service was outstanding.  Our server was good with recommendations.  All of us enjoyed some type of pasta and all was good.  Lobster bisque and calamari were tasty.  This is our third time to enjoy Carmine's and will definitely return.  It was nice to get a complement from the hostess about the behavior of our young ladies.  Appreciative."
TrishaC,5,5,5,5,2019-12-07,Love you sea bass !!!!!!❤️
roberta,5,5,5,4,2019-12-07,Excellent dinner and excellent service.  Good people watching too.
michul,5,5,5,5,2019-12-06,This has become a go to destination.  Amazing food and service was over the top!!
MOGR,5,5,5,5,2019-12-05,"We had a great dinner with our special friends, the service was fantastic, the food was fabulous... pretty loud but we will be back without the extra holiday busy-ness!"
Westcoastj,5,5,5,5,2019-12-05,"We always love Carmine’s. The food is delicious!!
 The ambiance is beautiful!!"
lovetoeat,5,5,3,5,2019-12-03,"Paolo is snobby, dry and slow. His assistant Roberto is perfect. This is the second time I got below average service from Paolo and probably the last time. I will either request different server or go only to Il terrazzo"
FrequentDiners,5,5,4,5,2019-12-01,"Waiter was excellent.  Supporting staff forgot things (water, more butter, things like that.  Overall a wonderful night out celebrating a birthday."
NativeNewYorker,5,5,5,5,2019-12-01,"I hear the ‘Cheers’ theme song everytime I walk in.  The staff are always warm, friendly, professional. These people know how to run a successful restaurant.The food is always delicious and soul-satisfying. And the cocktails are always a proper pour."
Wineo,5,5,5,5,2019-11-26,"Beautiful Decor and lovely staff that pays attention to all details for your dining experience.  Great Wine list to choose  Italian , California and Washington gems from."
ErinH,5,5,5,5,2019-11-22,Love Carmines! My favorite place for a special lunch or dinner
luv2eat,5,5,5,5,2019-11-21,We had a birthday lunch celebration and everything was perfect! I requested a round table which we got and we were so lucky that the restaurant wasn’t too busy so the noise level was perfectly fine. Our waiter was delightful and got everything that we requested. Great experience!
GalaxyRisky,5,5,5,5,2019-11-20,"Just a little ""oops"".  I requested a quiet table...then, within 15 minutes a huge party of 20 were sat right next to us!  Not quiet!  So we moved tables. The hostess could have done better!"
Lucy21,5,5,5,5,2019-11-20,Carmine’s never disappoints. The food is very good and nicely presented. The service is the best in Bellevue. And the reasonably priced valet service is a plus. I look forward to my next visit.
KC75,5,5,5,5,2019-11-19,friend in town from LA. she loved the food and thought it was beautiful.
OpenTable Diner,5,5,5,5,2019-11-19,Il Terrazzo Carmines Has been my favorite restaurant since I was a child and my parents loved it to go for special occasions. Carmine’s is every bit as good and a favorite spot for my husband and I to celebrate anything and everything from a mundane day to a birthday to an anniversary…
OpenTable Diner,5,5,5,5,2019-11-19,Superior food and service
OpenTable Diner,2,3,2,3,2019-11-17,Parking directions were unclear. Tables too close together. Food was not that great.
Jaskk,5,5,5,5,2019-11-15,Delicious food.
brunchbunch,2,2,2,1,2019-11-15,"Service was not impressive, they know how many guests they will have and the wait staff were rushing around in a stupid frenzy. Not the best atmosphere for a special dinner out. It felt like a very busy night which they should have been prepared for."
DebP,5,5,5,5,2019-11-14,Very nice evening with in a quiet corner
ChrisC,5,5,5,4,2019-11-14,"Birthday great service, good food. I have been going to Carmines in Seattle for years and like the Bellevue location equally well."
JoeS,5,5,5,5,2019-11-14,Brian was great and the food was scrumptious.  We will be back!
AnnS,5,5,5,4,2019-11-10,"As always, the service was excellent and the food scrumptious  I will be back soon."
OpenTable Diner,5,5,5,5,2019-11-08,Lunch during the week was nice and quiet
AprilE,5,5,5,5,2019-11-06,Came here for a friends birthday day and was very happy with the service. When we arrived they'd gone out of their way to leave a note for her on the table that said Happy Birthday and everything. Waitress was extremely helpful in selecting out drinks and food. Only real note was that it did take a while for the food to arrive to the table but we were given bread to hold off and enjoyed the atmosphere so it wasn't really a bother.
OpenTable Diner,5,5,5,5,2019-11-03,Wedding celebration
DaniT,5,5,5,5,2019-11-02,"The food was INCREDIBLE and the service was phenomenal!! They made my birthday and anniversary fantastic and so special!! Definitely a fun place for special celebrations, I saw some people there causally as well"
MaxK,5,5,5,5,2019-11-02,"Every experience at Carmine’s is special and delightful. It’s been my favorite restaurant in Bellevue for a while now and for good reason. The ambiance is posh, food is delicious, and the service is really special. This time around I tried a few different items on the menu. For appetizers I strongly suggest the eggplant parmesan! The beef tartare was also quite delicious! For main courses the osso buco, duck breast, halibut, fileto con gnocchi, and ribeye are my personal favorites! I asked for my ribeye to be medium-rare and it came out perfectly! It melted in my mouth. If you are a fan of osso buco this is the best osso buco I’ve ever had. The halibut is soft and flaky! For dessert they have the best spumoni ice cream, tiramisu, semifreddo, and profiteroles. I tried the profiteroles for the first time yesterday and I was blown away. They have this rich melted chocolate on top of them and they looked gorgeous. For Washington wine I suggest the quilceda creek, Cayuse, or D2. For Italian wine I really liked the Vigorello. I’m terms of white French white wine I was really impressed with the christophe pichon condrieu. They also have a Vueve Rose which is delicious! The manager Adrian really works hard to make sure we felt special during our reservation. Everything was perfect per usual and I can’t wait to come back!"
ToddJ,5,5,5,5,2019-10-29,"Great food,exceptional service.
Our new “go to” spot in Bellevue 
Fantastic overall experience"
SteveL,5,5,5,5,2019-10-27,Very nice all around.
ThomasKellerwannaBe,5,5,5,5,2019-10-26,"Very romantic old world Italian restaurant where everything is impeccable. food, wine selection, service could not be better."
OpenTable Diner,5,5,4,5,2019-10-24,Honestly it was delicious I used to work valet here and finally got to have dinner here I would absolutely recommend this place! Me and my girlfriend had a wonderful time!
Aubern,5,5,5,5,2019-10-20,"Superb! Everything was spectacular, from food, service, ambiance. The restaurant was recommended by a friend and we are so glad we took her up on the recommendation."
OpenTable Diner,5,5,5,5,2019-10-20,"It was GREAT! Made reservation from open table. Requested a quiet table for birthday dinner. We arrived at table was a birthday card welcoming us. Wait staff showed at our table right away. Our ordering experience was swift and dinners served in a timely manner and all foods were popping hot. 
We both enjoyed the halibut and veal scallopini. We ordered extra gluten free pasta and squid ink pasta. It was all delicious and flavorful. Oh! The bread was awesome ! Crispy crust and chewy flavorful texture. Best bread EVER! 
Brett was a very great waiter that served us. He was pleasant, patient and humerous. Our overall experience at Carmine’s was WAYYYYYYY better than Ascend Prime steak. It felt genuine at Carmine’s. Interior is classy as well as the patio going into the restaurant. It’s well kept and clean. We will return"
pickyeater,4,4,4,3,2019-10-19,"LOVE Carmine’s. This night, the restaurant was packed and we were seated next to a very large"
KimP,5,5,5,4,2019-10-18,Amazing food and excellent service. Just a little difficult to hear each other talk across the table.
OpenTable Diner,5,5,5,5,2019-10-18,"I had an amazing luncheon with the best friend, the food was amazing, the atmosphere was lovely & the staff were so friendly and helpful. Can’t wait to go back !!!!"
Alina,5,5,5,5,2019-10-17,Such a lovely experience and felt so valued and cared for. Food was amazing and staff was excellent!
DarrenT,5,5,5,5,2019-10-17,"Great food, decent portions, attentive wait staff."
Shoemake,5,5,5,5,2019-10-15,Great place for our 10 year Anniversary dinner!
stevenm,5,5,5,5,2019-10-13,"Fantastic experience. Food wonderful, atmosphere fantastic but best of all the staff were amazing. From the kitchen staff to our server. They made a memorable night more memorable. Great job. Highly recommend."
OpenTable Diner,5,5,5,5,2019-10-12,Absolutely wonderful!
sister,5,5,5,5,2019-10-10,"I am a regular here, but this was my sister's first time in. She really enjoyed the atmosphere, and said that  the restaurant is beautiful. Food was great as always and our server was energetic, friendly, and knowledgeable."
datenightdiner,3,3,2,2,2019-10-10,This is a big noisy restaurant. I just got back from Italy and the food at Carmine’s does not compare
aierfalomn,5,5,5,5,2019-10-10,"First time visit, very competent staff & chef, lots of gluten-free options. No bad dishes, always a good sign. Halibut special was amazing. Even the panna-cotta was excellent. Relaxed ambience. Will be back!"
PattiF,5,5,5,5,2019-10-10,"Celebrating a big birthday was treated as a very special occasion, and we loved it!  The complimentary dessert was amazing!"
Kathy,5,5,5,4,2019-10-09,"I took a friend to Carmine's for her birthday and there was a little birthday note on the table when we arrived, and they brought out a chocolate mousse with a chocolate ""Happy Birthday"" drizzle on the plate - so very thoughtful and appreciated!  We both ordered a side caesar salad and never wanted it to end - so good!!  She had the halibut special and I had gnocchi with brown butter - she loved her halibut and my gnocchi was fluffy and so delicious.  Oh, and I wanted to eat the entire basket of bread...just enough crust on the outside and softness on the inside.  Carmine's isn't cheap but not prohibitively expensive either - just a wonderful place for a celebration or any time you want a delicious meal in a beautiful atmosphere."
CB333,5,5,5,5,2019-10-06,Wonderful food and service. I have been here several times and never disappoints.
dmw1,4,5,5,2,2019-10-06,"Superior food, attentive and cordial service on a busy Saturday night.  Room is very, very noisy and, as I am hard of hearing, I was fortunate to have my wife with me to maintain a conversation with our guest."
CatherineB,3,3,4,4,2019-10-06,"Although I enjoyed the service and ambiance very much, the food was somewhat disappointing for such an upscale Italian restaurant. House bread was flavourful and fresh. The Burrata was excellent. The Insalata di Mista was ridiculously overpriced and not remarkable in the least. Lettuce with vinegar for $18? Should have been $9.  I also wasn't overly impressed with my gnocchi. It was bland and a very mushy. One of my friends had the veal and said it was also not at all at the level that she expected. My third friend LOVED her Rigatoni Bolognese.  That's why the mostly 3 stars. I love Italian food and have been to Italy 4 times, so maybe my bar is too high.

I would like to give it another try, especially as it's a great looking place with awesome waiters, but unless I am back in Bellevue for some reason I would probably look elsewhere."
Naylam,5,5,5,5,2019-10-06,"love the amazing experience and great food! 
our favorite place for a night out or special celebration."
OpenTable Diner,3,3,5,4,2019-10-03,"Way too noisy.
Food OK.
Would not go there again, stick to the Seattle one.
."
DENNISG,5,5,5,5,2019-10-03,The service was very customer oriented and waiter met our every need..  The food was very good.  Will go back.
glena,5,5,5,5,2019-10-02,"Wait staff was attentive and courteous.  Food was spectacular, and the ambience was as expected in an upscale establishment.  Would definitely recommend to others."
MaryG,5,5,5,5,2019-10-01,Consistently great food and service.  Our go to for special occasions.
ChrisG,5,5,5,5,2019-10-01,"Our server was exceptional. He was friendly, knowledgeable and charming."
KMez,5,5,5,5,2019-09-29,We had dinner here to celebrate my birthday and I wanted to go someplace new. We really enjoyed the dinner. The food and service is amazing so was the wine!  Carmine’s made the night special!
MaxB,5,5,5,5,2019-09-27,"Lively atmosphere, Tuscan decor, knowledgeable service, good food, delicious Tiramisu"
stu2you,5,5,5,5,2019-09-27,We went to Carmine's for my birthday. The staff greeted us warmly as we walked in. Our waiter was unusually friendly and told us about the evening's specials. My wife and I ordered the cream of asparagus soup and the petrale sole both of which were excellent. The waiter brought my dessert with a candle in it. The service was outstanding and the noise level was fairly low for the size of the restaurant. Everybody had a wonderful time.
SheilaG,5,5,5,5,2019-09-26,"Always a perfect meal. Excellent service, lovely setting, delicious ingredients and preparation. So happy you are in bellevue!"
mothernatalie,5,5,5,5,2019-09-24,It was plain and simply fabulous . The food was outstanding and we enjoyed it thoroughly
BayAreaTransplant,5,5,5,5,2019-09-24,"Great food, great service and great atmosphere.  We enjoyed a nice meal with friends and each of us enjoyed our dishes."
traveler,4,5,5,5,2019-09-24,Love everything about this place except the noise level. It is just way too loud no matter what part of the restaurant or bar I have sat in
kathrynR,5,5,5,5,2019-09-22,Always love Carmines.  Service is great and the food choices are wonderful.  Thank you as always
Operafans,3,2,3,3,2019-09-22,"Prices here are high even for Bellevue's trendy spenders.  The menu items read and sound wonderful, but what comes to the table leaves much to be desired.  The risotto special, for example, was asparagus tips, roasted red peppers, topped with a lobster tail.  The peppers, far from roasted, were just softened as they cooked in the final stages of finishing the risotto and gave it a bitter, harsh taste.  A scavenger hunt turned up not a single asparagus tip; the rice had a greenish hue so perhaps it sat near an asparagus.   At some point.  The lobster tail shell was atop the risotto and the tail pulled out.  They might as well have left it in the shell: it was tough, dry, and tasteless.  

We alerted our server who in turn, he said, alerted the chef.  The response: a scoop of sorbet - and I promise this is what he said - ""to get the taste of the risotto out of our mouth.""  Guess they don't care about customers but see them as disposable, replaceable items.

Why this place is jammed to overflowing is beyond me.  When it first opened, we had a nice but not astonishing dinner yet thought it was romantic enough to return for an anniversary.  With exceptions, of course, Bellevue seems to have no end to flashy, high priced eateries where food comes in a distant third or fourth to décor, being seen, and even more absurdly priced cocktails.  Carmine's fits right in that mold.

If you want romantic, great food, and expensive, there are several eateries way more worth it.  Back to Café Juanita or perhaps Canlis next year."
JBDJ,4,4,5,3,2019-09-22,"The food, and service excellent. But too noisy to carry on a conversation (amongst 4 people). 
Would either go very early in the evening when it is less crowded or late in the evening to avoid the noise."
OpenTable Diner,2,3,3,4,2019-09-22,"Food was very good, but it didn't come as listed. Photo below of steak that was supposed to come with asparagus and risotto. We didn't realize what we missed until we had already walked out."
Foodie,5,5,5,5,2019-09-22,"Excellent service, food quality, and attention to detail! We were celebrating my friend’s birthday, and the Carmine’s staff had written a birthday card, delivered a delicious dessert with a lit candle, and even offered to take our picture together!"
MaryD,4,4,3,4,2019-09-21,Food was good but seemed over-priced and the service was slow.
JoeS,5,5,5,5,2019-09-18,"Roberto was very good.  I think he would like to be a full time waiter.
Food was awesome."
eatouteverynight,4,5,5,3,2019-09-18,"Another excellent dinner, as always."
OpenTable Diner,4,4,4,3,2019-09-17,We enjoyed our evening.
pickyeater,4,4,5,5,2019-09-17,"Love, love, love Carmines. Tonight we had the ossobuco and halibut. Amazing- across the board. And the service is the best. Warm, friendly and outstanding."
HuskyHans,4,5,5,3,2019-09-15,I had been to the Carmines Downtown on several occasions and this was simply the same except in Bellevue.  As usual the food and service were outstanding.  The only issue we had were some fruit flies that hung around our table.  Not many but enough to be a little distracting.  They like my wife seemed particularly interested in the nice Cabernet she was having.
RitaD,5,5,5,5,2019-09-14,This is my favorite Italian restaurant.  The food is amazing & the service is outstanding.  We always bring family here when they visit.  It’s got a great atmosphere & vibe.
OpenTable Diner,5,5,5,5,2019-09-14,Lovely atmosphere. Great place for a special dinner. The food was delicious and the service was great. Definitely will come back in the future!
MCafiero,4,5,5,4,2019-09-14,"My husband and I selected Carmine’s (or is it Carmines?) to celebrate our anniversary, and it was such a memorable visit. From a hand-written anniversary card on our table, to a complimentary anniversary dessert delivered to us to cap off the meal, we felt appreciated and cared for from the start of our evening to the end of it.

Service was lovely; our server Jennifer was warm and had a great sense of humor (she seemed a little new or nervous, perhaps?). She brought us a taste of their house wine made especially for them by Betz Winery, and while it wasn’t the flavor profile we sought that evening, it was good and we were thankful for the suggestion and tasting! 

The food was impeccable! My husband opted for the ribeye with risotto and I chose the filet with brown butter and sage gnocchi. The steaks were cooked to perfection, with visible sear marks and a salty and peppery crust. The risotto was creamy and full of sharp Parmesan flavor, while the soft pillows of gnocchi were buttery and rich. We found the steaks to be better quality, flavor, and temperature than steak houses in the area.

My only criticism was the price we paid for old fashioneds at the bar before our meal: $15 per drink! Sure, we opted for Maker’s Mark, and of course we expected Bellevue pricing, but there are far better old fashioneds at nearby restaurants offered for less (and most are on happy hour during the time we were here, which knocks the price down even more than normal). By contrast, Carmine’s offers wines in a variety of reasonable price ranges, which in a way makes the pricey cost of drinks at the bar stand out even more. 

Regardless, this was an incredibly delicious meal and a wonderful evening and we’ll be returning to Carmine’s to mark every special occasion we have. You should feel confident trusting them with your special evenings, too!"
Westcoastj,5,5,5,5,2019-09-13,Always delicious meals. The fresh fish and produce exceeds expectations. What a gorgeous restaurant with outstanding service. A favorite place to eat.
OpenTable Diner,5,5,4,4,2019-09-12,Great menu but noise level too high
epmf,3,5,1,5,2019-09-11,"Carmine's is our favorite family restaurant, where we go to celebrate all our family occasions. Last night, we were there celebrating my dad's 81st birthday, and the food was fabulous, but the service was way off the mark for Carmine's. We have been utterly spoiled in the past by their attention to detail.  
 I was utterly impressed that I received a call from the owner Maria today, apologizing for the lack of service.  She explained to me that there was a medical emergency that we were unaware of at the restaurant with two of the staff members.  Her kindness on the phone and her passion for her family restaurant reminded me why we would continue to select Carmines as our restaurant of choice.   We will be back, and we will recommend this restaurant to our friends."
Retired,5,5,5,5,2019-09-11,"Dinner was to celebrate our 43rd Anniversary.  The service in the bar and dining room was absolutely fantastic.  All the staff we encountered were great and very helpful.  Our meal was delicious and enjoyed the smaller meals.  Very surprised when a small desert was brought out in celebration of our special day.  
Thank you so much."
LoriM,5,5,5,5,2019-09-10,"Professional, friendly service and EXCELLENT food. Great wine recommendation from the sommelier. Overall love, love, love Carmine’s."
Bill,5,5,5,5,2019-09-10,Food and service were quite good. Liked the ambiance. Will be back soon. 👍
Stephanieb,5,5,5,5,2019-09-08,Everything from start to finish was amazing. Service spectacular.  Food to die for. Ambience perfect! We will be back for sure!
OpenTable Diner,5,5,4,5,2019-09-08,"Amazing dinner, my husband and I made a reservation to celebrate our 10th Wedding Anniversary! The food and ambiance was incredible, I highly recommend."
pickyeater,5,4,5,5,2019-09-08,"After a long gap in visits, I have been back three times in four weeks and already have a reservation for next week! The service is excellent, the food outstanding, great atmosphere of energetic, positive and fun. The food from soups, to salads, to pasta to fish to ossobuco- all excellent.  Drinks were well mixed- good bar. And no rush- take your time and enjoy. Highly recommend Carmine's. It's the real deal."
Beccat,5,5,5,5,2019-09-08,The food was incredible! The service was outstanding. We were a large party with food allergies (dairy and gluten) and they went above and beyond to accommodate us.
OpenTable Diner,5,5,5,5,2019-09-07,Had an amazing time celebrating our anniversary last night. Our server was very kind and let us take our time looking through our menu’s & drink options!
OpenTable Diner,5,5,5,5,2019-09-07,"Hosted a young couple, new to the area, to a fun dinner. Carmine's has the food, warmth and service that is a great way to get them acclimated to the PNW."
EvaL,5,5,5,5,2019-09-07,"Upscale and expensive, but amazing food and service!"
OpenTable Diner,5,5,5,5,2019-09-05,I have never had a a bad time at Carmine’s
GoodBadDog,5,5,5,5,2019-09-05,Fantastic veal. Great wine list. Perfect place to conduct business.
EdH425,5,5,5,5,2019-09-05,Great restaurant for any occasion.  The staff made our anniversary a very special evening. We'll definitely be back soon!
eatouteverynight,5,5,5,5,2019-09-04,"Excellent.  Food was great.  Pasta, veal, and halibut all wonderful. Tiramisu out of this world.

Service on timely basis. Very helpful and subdued.

Will be back soon."
